Name,Year,Globe best film winner,Globe best film nominee,BAFTA best film winner,BAFTA best film nominee,Spirit best film nominee,Spirit best film winner,Critic best film winner,Critic best film nominee,Oscar best film winner,Oscar best film nominee
The Lost Weekend,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Anchors Aweigh,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Bells of St. Mary's,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mildred Pierce,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Spellbound,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Best Years of Our Lives,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Henry V,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
It's a Wonderful Life,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Razor's Edge,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Yearling,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gentleman's Agreement,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Bishop's Wife,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Crossfire,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Great Expectations,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Miracle on 34th Street,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hamlet,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Johnny Belinda,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Red Shoes,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Snake Pit,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Treasure of the Sierra Madre,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
All the King's Men,1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Battleground,1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Heiress,1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Letter to Three Wives,1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Twelve O'Clock High,1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
All About Eve,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Born Yesterday,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Father of the Bride,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
King Solomon's Mines,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sunset Boulevard,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
An American in Paris,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Decision Before Dawn,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Place in the Sun,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Quo Vadis,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Streetcar Named Desire,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Greatest Show on Earth,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
High Noon,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ivanhoe,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Moulin Rouge,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Quiet Man,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
From Here to Eternity,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Julius Caesar,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Robe,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Roman Holiday,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Shane,1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
On the Waterfront,1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Caine Mutiny,1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Country Girl,1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Seven Brides for Seven Brothers,1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Three Coins in the Fountain,1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marty,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Love Is a Many-Splendored Thing,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mister Roberts,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Picnic,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Rose Tattoo,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Around the World in 80 Days,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Friendly Persuasion,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Giant,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The King and I,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Ten Commandments,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Bridge on the River Kwai,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12 Angry Men,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Peyton Place,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sayonara,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Witness for the Prosecution,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gigi,1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Auntie Mame,1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cat on a Hot Tin Roof,1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Defiant Ones,1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Separate Tables,1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ben-Hur,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Anatomy of a Murder,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Diary of Anne Frank,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Nun's Story,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Room at the Top,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Alamo,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sons and Lovers,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Sundowners,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
West Side Story,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Fanny,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Guns of Navarone,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Longest Day,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Music Man,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mutiny on the Bounty,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
To Kill a Mockingbird,1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
America America,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cleopatra,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
How the West Was Won,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lilies of the Field,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
My Fair Lady,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mary Poppins,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Zorba the Greek,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Sound of Music,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Darling,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Doctor Zhivago,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ship of Fools,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Thousand Clowns,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Man for All Seasons,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alfie,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Russians Are Coming  the Russians Are Coming,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Sand Pebbles,1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Doctor Dolittle,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Graduate,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Guess Who's Coming to Dinner,1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Oliver!,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Funny Girl,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Lion in Winter,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rachel Rachel,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Romeo and Juliet,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Anne of the Thousand Days,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Butch Cassidy and the Sundance Kid,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hello Dolly!,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Patton,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Airport,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Five Easy Pieces,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Love Story,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The French Connection,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A Clockwork Orange,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fiddler on the Roof,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Last Picture Show,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nicholas and Alexandra,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Godfather,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Deliverance,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Emigrants,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sounder,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Sting,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
American Graffiti,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cries and Whispers,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Exorcist,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Touch of Class,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Godfather Part II,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Conversation,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lenny,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Towering Inferno,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
One Flew Over the Cuckoo's Nest,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Nashville,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rocky,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Bound for Glory,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Network,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Goodbye Girl,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Julia,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Star Wars,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Turning Point,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Deer Hunter,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Coming Home,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Heaven Can Wait,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
An Unmarried Woman,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kramer vs. Kramer,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
All That Jazz,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Breaking Away,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Norma Rae,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ordinary People,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Coal Miner's Daughter,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Raging Bull,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tess,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
On Golden Pond,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Reds,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tootsie,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Verdict,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Terms of Endearment,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Big Chill,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Dresser,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Right Stuff,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tender Mercies,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Amadeus,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A Passage to India,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Places in the Heart,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Soldier's Story,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Out of Africa,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Color Purple,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kiss of the Spider Woman,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Prizzi's Honor,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Platoon,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Children of a Lesser God,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Last Emperor,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Broadcast News,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fatal Attraction,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Moonstruck,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rain Man,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Accidental Tourist,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dangerous Liaisons,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mississippi Burning,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Working Girl,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Driving Miss Daisy,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Born on the Fourth of July,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Field of Dreams,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dances with Wolves,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Awakenings,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ghost,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Godfather Part III,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Beauty and the Beast,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bugsy,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JFK,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Prince of Tides,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Few Good Men,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Scent of a Woman,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Fugitive,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
In the Name of the Father,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Shawshank Redemption,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Braveheart,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Apollo 13,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Il Postino: The Postman,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jerry Maguire,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Secrets & Lies,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
As Good as It Gets,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Good Will Hunting,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Life Is Beautiful,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Thin Red Line,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Cider House Rules,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Green Mile,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Insider,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chocolat,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Crouching Tiger Hidden Dragon,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Traffic,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gosford Park,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
In the Bedroom,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mystic River,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Seabiscuit,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Million Dollar Baby,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Ray,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Munich,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Letters from Iwo Jima,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Michael Clayton,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Blind Side,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
District 9,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Inglourious Basterds,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Serious Man,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Up,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Fighter,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Toy Story 3,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Extremely Loud & Incredibly Close,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hugo,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Midnight in Paris,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Moneyball,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Tree of Life,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
War Horse,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Amour,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Django Unchained,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Les Misérables,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dallas Buyers Club,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Her,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Wolf of Wall Street,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
American Sniper,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brooklyn,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mad Max: Fury Road,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Martian,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Room,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fences,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hacksaw Ridge,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hell or High Water,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hidden Figures,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lion,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
